feature,target,spearman_rho,p_value,significant
has_enumeration,coconut,-0.0365,0.29213,False
has_enumeration,codex,-0.0316,0.36134,False
has_enumeration,cure,-0.021,0.54476,False
has_enumeration,dear,-0.0028,0.93519,False
has_enumeration,dlfix,-0.0346,0.31818,False
has_enumeration,fitrepair,0.0166,0.63241,False
has_enumeration,gamma,0.0633,0.06759,False
has_enumeration,iter,0.0059,0.86532,False
has_enumeration,knod,0.0024,0.94497,False
has_enumeration,liana,-0.0076,0.82731,False
has_enumeration,mcrepair,-0.0459,0.18531,False
has_enumeration,mulpor,0.0082,0.81311,False
has_enumeration,rap-gen,0.0102,0.76954,False
has_enumeration,recoder,-0.0268,0.43925,False
has_enumeration,repilot,0.0041,0.90555,False
has_enumeration,rewardrepair,0.0437,0.20751,False
has_enumeration,selfapr,0.0405,0.24277,False
has_enumeration,t5apr,0.0514,0.13766,False
has_enumeration,tare,0.0266,0.44347,False
has_enumeration,tenure,0.0851,0.01386,True
has_enumeration,thinkrepair,0.0008,0.98113,False
has_enumeration,transfer,0.0915,0.00814,True
has_enumeration,num_tools_fixed,0.0455,0.18895,False
has_enumeration,any_tool_fixed,0.0509,0.1418,False
hidden_s2r_present,alpharepair,-0.0073,0.83375,False
hidden_s2r_present,arja-e,-0.0543,0.11716,False
hidden_s2r_present,chatrepair,-0.0153,0.65965,False
hidden_s2r_present,circle,-0.0648,0.06143,False
hidden_s2r_present,coconut,-0.0177,0.61006,False
hidden_s2r_present,codex,-0.039,0.26,False
hidden_s2r_present,cure,-0.03,0.38619,False
hidden_s2r_present,dear,-0.037,0.28535,False
hidden_s2r_present,dlfix,0.0075,0.8282,False
hidden_s2r_present,fitrepair,-0.0108,0.75481,False
hidden_s2r_present,gamma,0.0039,0.91002,False
hidden_s2r_present,iter,-0.0196,0.57166,False
hidden_s2r_present,knod,-0.0021,0.95169,False
hidden_s2r_present,liana,-0.0334,0.33574,False
hidden_s2r_present,mcrepair,0.0326,0.34606,False
hidden_s2r_present,mulpor,-0.0571,0.09925,False
hidden_s2r_present,rap-gen,0.0177,0.60874,False
hidden_s2r_present,recoder,-0.0128,0.71257,False
hidden_s2r_present,repilot,-0.0371,0.28427,False
hidden_s2r_present,rewardrepair,0.0182,0.5987,False
hidden_s2r_present,selfapr,-0.0148,0.67033,False
hidden_s2r_present,t5apr,-0.0073,0.83352,False
hidden_s2r_present,tare,-0.0469,0.17531,False
hidden_s2r_present,tenure,-0.0215,0.53478,False
hidden_s2r_present,thinkrepair,-0.0118,0.73376,False
hidden_s2r_present,transfer,-0.0592,0.08748,False
hidden_s2r_present,num_tools_fixed,-0.0589,0.08922,False
hidden_s2r_present,any_tool_fixed,-0.068,0.04939,True
contradiction_present,alpharepair,-0.0131,0.70474,False
contradiction_present,arja-e,-0.0072,0.83446,False
contradiction_present,chatrepair,-0.0163,0.63739,False
contradiction_present,circle,-0.0096,0.78101,False
contradiction_present,coconut,-0.0079,0.82039,False
contradiction_present,codex,-0.0121,0.72677,False
contradiction_present,cure,-0.0105,0.76248,False
contradiction_present,dear,-0.0081,0.81591,False
contradiction_present,dlfix,-0.0075,0.82966,False
contradiction_present,fitrepair,-0.0147,0.67074,False
contradiction_present,gamma,-0.0083,0.81153,False
contradiction_present,iter,-0.0106,0.76068,False
contradiction_present,knod,-0.0138,0.68966,False
contradiction_present,liana,-0.0086,0.803,False
contradiction_present,mcrepair,-0.0099,0.77532,False
contradiction_present,mulpor,-0.0157,0.64968,False
contradiction_present,rap-gen,-0.0129,0.70936,False
contradiction_present,recoder,-0.0113,0.74331,False
contradiction_present,repilot,-0.0136,0.69413,False
contradiction_present,rewardrepair,-0.012,0.73002,False
contradiction_present,selfapr,-0.0145,0.67649,False
contradiction_present,t5apr,-0.0155,0.65522,False
contradiction_present,tare,-0.0136,0.69413,False
contradiction_present,tenure,-0.0143,0.67939,False
contradiction_present,thinkrepair,-0.0192,0.57874,False
contradiction_present,transfer,-0.0211,0.54272,False
contradiction_present,num_tools_fixed,-0.0378,0.27502,False
contradiction_present,any_tool_fixed,-0.0431,0.21397,False
num_OB,alpharepair,0.0013,0.9705,False
num_OB,arja-e,-0.0989,0.00423,True
num_OB,chatrepair,-0.0488,0.15847,False
num_OB,circle,-0.0046,0.89466,False
num_OB,coconut,-0.0257,0.45894,False
num_OB,codex,-0.0349,0.31323,False
num_OB,cure,-0.0181,0.60208,False
num_OB,dear,-0.0404,0.24346,False
num_OB,dlfix,0.011,0.75079,False
num_OB,fitrepair,-0.0214,0.53778,False
num_OB,gamma,-0.0735,0.03374,True
num_OB,iter,-0.0154,0.65754,False
num_OB,knod,-0.0381,0.27169,False
num_OB,liana,-0.0085,0.80603,False
num_OB,mcrepair,0.0056,0.87069,False
num_OB,mulpor,-0.0627,0.07034,False
num_OB,rap-gen,-0.0429,0.21533,False
num_OB,recoder,-0.0248,0.47507,False
num_OB,repilot,-0.0167,0.62949,False
num_OB,rewardrepair,-0.0685,0.04792,True
num_OB,selfapr,-0.0117,0.73645,False
num_OB,t5apr,-0.0227,0.5117,False
num_OB,tare,-0.0552,0.11097,False
num_OB,tenure,-0.0744,0.03163,True
num_OB,thinkrepair,-0.0122,0.72544,False
num_OB,transfer,-0.0259,0.45438,False
num_OB,num_tools_fixed,-0.0651,0.06007,False
num_OB,any_tool_fixed,-0.0554,0.10943,False
num_EB,alpharepair,0.0381,0.27163,False
num_EB,arja-e,-0.0019,0.95536,False
num_EB,chatrepair,0.0516,0.13597,False
num_EB,circle,0.0171,0.62272,False
num_EB,coconut,0.0322,0.35224,False
num_EB,codex,0.0333,0.3358,False
num_EB,cure,0.0105,0.76243,False
num_EB,dear,0.0134,0.69824,False
num_EB,dlfix,0.0117,0.73573,False
num_EB,fitrepair,0.065,0.06034,False
num_EB,gamma,0.0151,0.66346,False
num_EB,iter,0.0441,0.20322,False
num_EB,knod,0.0318,0.3594,False
num_EB,liana,0.0296,0.39243,False
num_EB,mcrepair,-0.0148,0.66971,False
num_EB,mulpor,-0.0095,0.78303,False
num_EB,rap-gen,0.0475,0.17,False
num_EB,recoder,0.0101,0.77076,False
num_EB,repilot,0.0711,0.0401,True
num_EB,rewardrepair,0.0157,0.65018,False
num_EB,selfapr,0.014,0.68666,False
num_EB,t5apr,-0.0156,0.65208,False
num_EB,tare,0.0371,0.28378,False
num_EB,tenure,0.0106,0.75936,False
num_EB,thinkrepair,0.0064,0.85342,False
num_EB,transfer,0.0084,0.80802,False
num_EB,num_tools_fixed,0.019,0.58397,False
num_EB,any_tool_fixed,-0.0082,0.81315,False
has_OB,alpharepair,-0.0303,0.38206,False
has_OB,arja-e,0.0283,0.41427,False
has_OB,chatrepair,-0.0297,0.39196,False
has_OB,circle,0.0376,0.27739,False
has_OB,coconut,-0.011,0.75107,False
has_OB,codex,-0.0106,0.7604,False
has_OB,cure,-0.0242,0.48572,False
has_OB,dear,0.0315,0.36308,False
has_OB,dlfix,0.0291,0.40064,False
has_OB,fitrepair,-0.0175,0.61289,False
has_OB,gamma,-0.0476,0.16954,False
has_OB,iter,0.0089,0.79724,False
has_OB,knod,-0.0506,0.14399,False
has_OB,liana,0.0338,0.32974,False
has_OB,mcrepair,0.0045,0.89675,False
has_OB,mulpor,-0.0343,0.32287,False
has_OB,rap-gen,-0.0046,0.89403,False
has_OB,recoder,0.0139,0.68912,False
has_OB,repilot,0.0003,0.99271,False
has_OB,rewardrepair,-0.0117,0.73518,False
has_OB,selfapr,-0.0449,0.19449,False
has_OB,t5apr,-0.0364,0.29369,False
has_OB,tare,0.0268,0.43972,False
has_OB,tenure,-0.0462,0.18264,False
has_OB,thinkrepair,-0.0098,0.77754,False
has_OB,transfer,-0.0191,0.58195,False
has_OB,num_tools_fixed,-0.0061,0.86075,False
has_OB,any_tool_fixed,0.002,0.95421,False
has_EB,alpharepair,0.0405,0.2426,False
has_EB,arja-e,-0.0136,0.6939,False
has_EB,chatrepair,0.068,0.04961,True
has_EB,circle,0.0217,0.53071,False
has_EB,coconut,0.0344,0.32049,False
has_EB,codex,0.0466,0.1787,False
has_EB,cure,0.015,0.66619,False
has_EB,dear,0.0128,0.71278,False
has_EB,dlfix,0.011,0.75148,False
has_EB,fitrepair,0.0732,0.03435,True
has_EB,gamma,0.024,0.48939,False
has_EB,iter,0.0539,0.11929,False
has_EB,knod,0.0347,0.31671,False
has_EB,liana,0.0348,0.31479,False
has_EB,mcrepair,0.0087,0.80267,False
has_EB,mulpor,-0.006,0.86353,False
has_EB,rap-gen,0.0585,0.0913,False
has_EB,recoder,0.0215,0.53436,False
has_EB,repilot,0.0801,0.02065,True
has_EB,rewardrepair,0.0153,0.65905,False
has_EB,selfapr,0.0191,0.58163,False
has_EB,t5apr,-0.007,0.83928,False
has_EB,tare,0.0307,0.37513,False
has_EB,tenure,0.0051,0.88321,False
has_EB,thinkrepair,0.0123,0.7234,False
has_EB,transfer,0.0097,0.77926,False
has_EB,num_tools_fixed,0.0279,0.42141,False
has_EB,any_tool_fixed,0.0011,0.97356,False
missing_OB,alpharepair,0.0303,0.38206,False
missing_OB,arja-e,-0.0283,0.41427,False
missing_OB,chatrepair,0.0297,0.39196,False
missing_OB,circle,-0.0376,0.27739,False
missing_OB,coconut,0.011,0.75107,False
missing_OB,codex,0.0106,0.7604,False
missing_OB,cure,0.0242,0.48572,False
missing_OB,dear,-0.0315,0.36308,False
missing_OB,dlfix,-0.0291,0.40064,False
missing_OB,fitrepair,0.0175,0.61289,False
missing_OB,gamma,0.0476,0.16954,False
missing_OB,iter,-0.0089,0.79724,False
missing_OB,knod,0.0506,0.14399,False
missing_OB,liana,-0.0338,0.32974,False
missing_OB,mcrepair,-0.0045,0.89675,False
missing_OB,mulpor,0.0343,0.32287,False
missing_OB,rap-gen,0.0046,0.89403,False
missing_OB,recoder,-0.0139,0.68912,False
missing_OB,repilot,-0.0003,0.99271,False
missing_OB,rewardrepair,0.0117,0.73518,False
missing_OB,selfapr,0.0449,0.19449,False
missing_OB,t5apr,0.0364,0.29369,False
missing_OB,tare,-0.0268,0.43972,False
missing_OB,tenure,0.0462,0.18264,False
missing_OB,thinkrepair,0.0098,0.77754,False
missing_OB,transfer,0.0191,0.58195,False
missing_OB,num_tools_fixed,0.0061,0.86075,False
missing_OB,any_tool_fixed,-0.002,0.95421,False
missing_EB,alpharepair,-0.0405,0.2426,False
missing_EB,arja-e,0.0136,0.6939,False
missing_EB,chatrepair,-0.068,0.04961,True
missing_EB,circle,-0.0217,0.53071,False
missing_EB,coconut,-0.0344,0.32049,False
missing_EB,codex,-0.0466,0.1787,False
missing_EB,cure,-0.015,0.66619,False
missing_EB,dear,-0.0128,0.71278,False
missing_EB,dlfix,-0.011,0.75148,False
missing_EB,fitrepair,-0.0732,0.03435,True
missing_EB,gamma,-0.024,0.48939,False
missing_EB,iter,-0.0539,0.11929,False
missing_EB,knod,-0.0347,0.31671,False
missing_EB,liana,-0.0348,0.31479,False
missing_EB,mcrepair,-0.0087,0.80267,False
missing_EB,mulpor,0.006,0.86353,False
missing_EB,rap-gen,-0.0585,0.0913,False
missing_EB,recoder,-0.0215,0.53436,False
missing_EB,repilot,-0.0801,0.02065,True
missing_EB,rewardrepair,-0.0153,0.65905,False
missing_EB,selfapr,-0.0191,0.58163,False
missing_EB,t5apr,0.007,0.83928,False
missing_EB,tare,-0.0307,0.37513,False
missing_EB,tenure,-0.0051,0.88321,False
missing_EB,thinkrepair,-0.0123,0.7234,False
missing_EB,transfer,-0.0097,0.77926,False
missing_EB,num_tools_fixed,-0.0279,0.42141,False
missing_EB,any_tool_fixed,-0.0011,0.97356,False
fg_cat_Dependency,alpharepair,-0.0458,0.18616,False
fg_cat_Dependency,arja-e,-0.0253,0.46609,False
fg_cat_Dependency,chatrepair,-0.057,0.09998,False
fg_cat_Dependency,circle,0.0054,0.87695,False
fg_cat_Dependency,coconut,0.0191,0.58095,False
fg_cat_Dependency,codex,-0.0422,0.22284,False
fg_cat_Dependency,cure,0.0361,0.29755,False
fg_cat_Dependency,dear,-0.0281,0.41681,False
fg_cat_Dependency,dlfix,-0.026,0.45305,False
fg_cat_Dependency,fitrepair,-0.0234,0.49863,False
fg_cat_Dependency,gamma,-0.0288,0.40558,False
fg_cat_Dependency,iter,-0.0368,0.28803,False
fg_cat_Dependency,knod,-0.0191,0.58235,False
fg_cat_Dependency,liana,-0.0301,0.38425,False
fg_cat_Dependency,mcrepair,0.0417,0.22866,False
fg_cat_Dependency,mulpor,-0.0015,0.96614,False
fg_cat_Dependency,rap-gen,-0.0143,0.67956,False
fg_cat_Dependency,recoder,-0.0396,0.2533,False
fg_cat_Dependency,repilot,-0.0475,0.17005,False
fg_cat_Dependency,rewardrepair,-0.0091,0.7929,False
fg_cat_Dependency,selfapr,-0.0221,0.52309,False
fg_cat_Dependency,t5apr,-0.0269,0.43674,False
fg_cat_Dependency,tare,-0.0475,0.17005,False
fg_cat_Dependency,tenure,-0.0215,0.53574,False
fg_cat_Dependency,thinkrepair,-0.0434,0.21029,False
fg_cat_Dependency,transfer,0.0397,0.25205,False
fg_cat_Dependency,num_tools_fixed,-0.0055,0.87427,False
fg_cat_Dependency,any_tool_fixed,0.0353,0.30813,False
fg_cat_Exception handling,alpharepair,-0.0516,0.13621,False
fg_cat_Exception handling,arja-e,-0.0108,0.75549,False
fg_cat_Exception handling,chatrepair,-0.0186,0.592,False
fg_cat_Exception handling,circle,-0.0535,0.12217,False
fg_cat_Exception handling,coconut,-0.0394,0.25603,False
fg_cat_Exception handling,codex,0.0001,0.99687,False
fg_cat_Exception handling,cure,0.0099,0.77412,False
fg_cat_Exception handling,dear,-0.0427,0.21779,False
fg_cat_Exception handling,dlfix,-0.0495,0.15332,False
fg_cat_Exception handling,fitrepair,-0.0183,0.59738,False
fg_cat_Exception handling,gamma,0.0795,0.02153,True
fg_cat_Exception handling,iter,-0.0299,0.38857,False
fg_cat_Exception handling,knod,0.0087,0.80096,False
fg_cat_Exception handling,liana,-0.0219,0.52698,False
fg_cat_Exception handling,mcrepair,-0.0576,0.096,False
fg_cat_Exception handling,mulpor,0.0861,0.0128,True
fg_cat_Exception handling,rap-gen,0.0169,0.62579,False
fg_cat_Exception handling,recoder,-0.02,0.56408,False
fg_cat_Exception handling,repilot,0.0233,0.50076,False
fg_cat_Exception handling,rewardrepair,-0.0083,0.81041,False
fg_cat_Exception handling,selfapr,0.0265,0.44382,False
fg_cat_Exception handling,t5apr,0.0065,0.85019,False
fg_cat_Exception handling,tare,-0.0078,0.82104,False
fg_cat_Exception handling,tenure,-0.0508,0.14209,False
fg_cat_Exception handling,thinkrepair,0.0504,0.14531,False
fg_cat_Exception handling,transfer,0.1293,0.00018,True
fg_cat_Exception handling,num_tools_fixed,0.0935,0.00685,True
fg_cat_Exception handling,any_tool_fixed,0.132,0.00013,True
fg_cat_Missing case,alpharepair,-0.0358,0.30164,False
fg_cat_Missing case,arja-e,-0.0328,0.34432,False
fg_cat_Missing case,chatrepair,-0.0536,0.12169,False
fg_cat_Missing case,circle,-0.0133,0.70206,False
fg_cat_Missing case,coconut,-0.0356,0.30422,False
fg_cat_Missing case,codex,-0.0548,0.11366,False
fg_cat_Missing case,cure,-0.0474,0.17131,False
fg_cat_Missing case,dear,-0.0011,0.97558,False
fg_cat_Missing case,dlfix,-0.0337,0.33029,False
fg_cat_Missing case,fitrepair,-0.0449,0.19478,False
fg_cat_Missing case,gamma,0.032,0.35592,False
fg_cat_Missing case,iter,-0.0197,0.57024,False
fg_cat_Missing case,knod,-0.0399,0.24971,False
fg_cat_Missing case,liana,-0.0391,0.25891,False
fg_cat_Missing case,mcrepair,-0.0448,0.19641,False
fg_cat_Missing case,mulpor,-0.0296,0.39249,False
fg_cat_Missing case,rap-gen,-0.0106,0.75974,False
fg_cat_Missing case,recoder,-0.0513,0.13823,False
fg_cat_Missing case,repilot,-0.0387,0.26432,False
fg_cat_Missing case,rewardrepair,-0.0287,0.4071,False
fg_cat_Missing case,selfapr,-0.0654,0.05881,False
fg_cat_Missing case,t5apr,-0.028,0.41986,False
fg_cat_Missing case,tare,-0.0387,0.26432,False
fg_cat_Missing case,tenure,0.0239,0.49036,False
fg_cat_Missing case,thinkrepair,-0.0502,0.14763,False
fg_cat_Missing case,transfer,0.0632,0.06781,False
fg_cat_Missing case,num_tools_fixed,-0.0192,0.57954,False
fg_cat_Missing case,any_tool_fixed,0.0137,0.69191,False
fg_cat_Null pointer dereference,alpharepair,0.0108,0.75549,False
fg_cat_Null pointer dereference,arja-e,0.1352,9e-05,True
fg_cat_Null pointer dereference,chatrepair,0.0407,0.23993,False
fg_cat_Null pointer dereference,circle,0.0344,0.32128,False
fg_cat_Null pointer dereference,coconut,0.0354,0.30636,False
fg_cat_Null pointer dereference,codex,0.0803,0.02035,True
fg_cat_Null pointer dereference,cure,0.0445,0.19845,False
fg_cat_Null pointer dereference,dear,0.1405,5e-05,True
fg_cat_Null pointer dereference,dlfix,0.0711,0.03991,True
fg_cat_Null pointer dereference,fitrepair,0.0603,0.08165,False
fg_cat_Null pointer dereference,gamma,0.003,0.93077,False
fg_cat_Null pointer dereference,iter,0.0862,0.01269,True
fg_cat_Null pointer dereference,knod,0.0725,0.03625,True
fg_cat_Null pointer dereference,liana,0.0241,0.48755,False
fg_cat_Null pointer dereference,mcrepair,0.0308,0.37474,False
fg_cat_Null pointer dereference,mulpor,0.127,0.00023,True
fg_cat_Null pointer dereference,rap-gen,0.068,0.04959,True
fg_cat_Null pointer dereference,recoder,0.1334,0.00011,True
fg_cat_Null pointer dereference,repilot,0.0755,0.02915,True
fg_cat_Null pointer dereference,rewardrepair,0.102,0.00316,True
fg_cat_Null pointer dereference,selfapr,0.0471,0.17394,False
fg_cat_Null pointer dereference,t5apr,0.083,0.01644,True
fg_cat_Null pointer dereference,tare,0.1456,2e-05,True
fg_cat_Null pointer dereference,tenure,0.1673,0.0,True
fg_cat_Null pointer dereference,thinkrepair,0.0668,0.05383,False
fg_cat_Null pointer dereference,transfer,0.034,0.3266,False
fg_cat_Null pointer dereference,num_tools_fixed,0.106,0.00215,True
fg_cat_Null pointer dereference,any_tool_fixed,0.0581,0.09335,False
fg_cat_Other (Logic),alpharepair,0.0129,0.71077,False
fg_cat_Other (Logic),arja-e,-0.1005,0.00364,True
fg_cat_Other (Logic),chatrepair,0.0339,0.32719,False
fg_cat_Other (Logic),circle,0.0184,0.59596,False
fg_cat_Other (Logic),coconut,0.0237,0.49332,False
fg_cat_Other (Logic),codex,-0.0746,0.03102,True
fg_cat_Other (Logic),cure,0.0005,0.98793,False
fg_cat_Other (Logic),dear,-0.0566,0.10236,False
fg_cat_Other (Logic),dlfix,0.0129,0.70951,False
fg_cat_Other (Logic),fitrepair,0.0101,0.76978,False
fg_cat_Other (Logic),gamma,-0.1215,0.00043,True
fg_cat_Other (Logic),iter,-0.0118,0.7344,False
fg_cat_Other (Logic),knod,-0.0166,0.63138,False
fg_cat_Other (Logic),liana,0.0887,0.0103,True
fg_cat_Other (Logic),mcrepair,0.0709,0.04049,True
fg_cat_Other (Logic),mulpor,-0.0408,0.23877,False
fg_cat_Other (Logic),rap-gen,-0.005,0.88534,False
fg_cat_Other (Logic),recoder,0.0462,0.18196,False
fg_cat_Other (Logic),repilot,-0.042,0.22505,False
fg_cat_Other (Logic),rewardrepair,-0.0619,0.07373,False
fg_cat_Other (Logic),selfapr,-0.0497,0.151,False
fg_cat_Other (Logic),t5apr,-0.0407,0.24032,False
fg_cat_Other (Logic),tare,-0.0104,0.76431,False
fg_cat_Other (Logic),tenure,0.0075,0.82922,False
fg_cat_Other (Logic),thinkrepair,-0.0719,0.03787,True
fg_cat_Other (Logic),transfer,-0.2983,0.0,True
fg_cat_Other (Logic),num_tools_fixed,-0.169,0.0,True
fg_cat_Other (Logic),any_tool_fixed,-0.2496,0.0,True
fg_cat_Processing,alpharepair,0.0511,0.14004,False
fg_cat_Processing,arja-e,0.0362,0.29665,False
fg_cat_Processing,chatrepair,0.0079,0.81923,False
fg_cat_Processing,circle,0.0083,0.80996,False
fg_cat_Processing,coconut,0.0013,0.97096,False
fg_cat_Processing,codex,0.0681,0.049,True
fg_cat_Processing,cure,-0.0169,0.62623,False
fg_cat_Processing,dear,0.0232,0.50239,False
fg_cat_Processing,dlfix,0.0123,0.72326,False
fg_cat_Processing,fitrepair,0.0127,0.71306,False
fg_cat_Processing,gamma,0.0443,0.20105,False
fg_cat_Processing,iter,0.0048,0.88903,False
fg_cat_Processing,knod,0.0085,0.80639,False
fg_cat_Processing,liana,-0.0384,0.26768,False
fg_cat_Processing,mcrepair,-0.0413,0.23271,False
fg_cat_Processing,mulpor,-0.0468,0.17658,False
fg_cat_Processing,rap-gen,-0.0327,0.34482,False
fg_cat_Processing,recoder,-0.0428,0.21655,False
fg_cat_Processing,repilot,0.0259,0.45564,False
fg_cat_Processing,rewardrepair,0.0375,0.27877,False
fg_cat_Processing,selfapr,0.0395,0.25466,False
fg_cat_Processing,t5apr,0.023,0.50622,False
fg_cat_Processing,tare,-0.0163,0.63736,False
fg_cat_Processing,tenure,-0.0351,0.31104,False
fg_cat_Processing,thinkrepair,0.042,0.22491,False
fg_cat_Processing,transfer,0.1315,0.00014,True
fg_cat_Processing,num_tools_fixed,0.0642,0.06359,False
fg_cat_Processing,any_tool_fixed,0.1035,0.00276,True
fg_cat___missing__,alpharepair,-0.0418,0.22804,False
fg_cat___missing__,arja-e,0.0743,0.03172,True
fg_cat___missing__,chatrepair,-0.0415,0.23129,False
fg_cat___missing__,circle,0.0098,0.77645,False
fg_cat___missing__,coconut,-0.0044,0.89943,False
fg_cat___missing__,codex,-0.0354,0.30722,False
fg_cat___missing__,cure,0.0019,0.95634,False
fg_cat___missing__,dear,0.027,0.43583,False
fg_cat___missing__,dlfix,-0.0007,0.98432,False
fg_cat___missing__,fitrepair,-0.0513,0.13857,False
fg_cat___missing__,gamma,-0.0402,0.24628,False
fg_cat___missing__,iter,0.0274,0.42916,False
fg_cat___missing__,knod,-0.046,0.18393,False
fg_cat___missing__,liana,-0.042,0.22513,False
fg_cat___missing__,mcrepair,0.035,0.31189,False
fg_cat___missing__,mulpor,-0.0377,0.27704,False
fg_cat___missing__,rap-gen,-0.0181,0.60166,False
fg_cat___missing__,recoder,-0.0304,0.3797,False
fg_cat___missing__,repilot,-0.0448,0.19623,False
fg_cat___missing__,rewardrepair,-0.0581,0.09321,False
fg_cat___missing__,selfapr,-0.0291,0.40055,False
fg_cat___missing__,t5apr,-0.0556,0.10859,False
fg_cat___missing__,tare,-0.0448,0.19623,False
fg_cat___missing__,tenure,-0.0282,0.416,False
fg_cat___missing__,thinkrepair,-0.0591,0.08814,False
fg_cat___missing__,transfer,-0.0037,0.9148,False
fg_cat___missing__,num_tools_fixed,-0.063,0.06867,False
fg_cat___missing__,any_tool_fixed,-0.0444,0.19965,False
fg_cat___other__,alpharepair,0.026,0.45308,False
fg_cat___other__,arja-e,-0.0145,0.67541,False
fg_cat___other__,chatrepair,0.0122,0.72439,False
fg_cat___other__,circle,-0.0193,0.5775,False
fg_cat___other__,coconut,-0.0158,0.64917,False
fg_cat___other__,codex,0.0314,0.36488,False
fg_cat___other__,cure,-0.021,0.54478,False
fg_cat___other__,dear,-0.0162,0.64088,False
fg_cat___other__,dlfix,-0.0149,0.66642,False
fg_cat___other__,fitrepair,0.0186,0.591,False
fg_cat___other__,gamma,0.1371,7e-05,True
fg_cat___other__,iter,-0.0212,0.54165,False
fg_cat___other__,knod,0.0226,0.51422,False
fg_cat___other__,liana,-0.0173,0.61718,False
fg_cat___other__,mcrepair,-0.0198,0.56738,False
fg_cat___other__,mulpor,-0.0315,0.36271,False
fg_cat___other__,rap-gen,0.0801,0.0207,True
fg_cat___other__,recoder,-0.0227,0.5117,False
fg_cat___other__,repilot,0.0236,0.49606,False
fg_cat___other__,rewardrepair,0.0885,0.01056,True
fg_cat___other__,selfapr,0.0198,0.56771,False
fg_cat___other__,t5apr,0.0621,0.07279,False
fg_cat___other__,tare,0.0745,0.03139,True
fg_cat___other__,tenure,0.0204,0.55596,False
fg_cat___other__,thinkrepair,0.0432,0.2129,False
fg_cat___other__,transfer,0.0358,0.30131,False
fg_cat___other__,num_tools_fixed,0.0584,0.0915,False
fg_cat___other__,any_tool_fixed,0.0558,0.1071,False
cat_Functional Issue,alpharepair,0.0418,0.22804,False
cat_Functional Issue,arja-e,-0.0743,0.03172,True
cat_Functional Issue,chatrepair,0.0415,0.23129,False
cat_Functional Issue,circle,-0.0098,0.77645,False
cat_Functional Issue,coconut,0.0044,0.89943,False
cat_Functional Issue,codex,0.0354,0.30722,False
cat_Functional Issue,cure,-0.0019,0.95634,False
cat_Functional Issue,dear,-0.027,0.43583,False
cat_Functional Issue,dlfix,0.0007,0.98432,False
cat_Functional Issue,fitrepair,0.0513,0.13857,False
cat_Functional Issue,gamma,0.0402,0.24628,False
cat_Functional Issue,iter,-0.0274,0.42916,False
cat_Functional Issue,knod,0.046,0.18393,False
cat_Functional Issue,liana,0.042,0.22513,False
cat_Functional Issue,mcrepair,-0.035,0.31189,False
cat_Functional Issue,mulpor,0.0377,0.27704,False
cat_Functional Issue,rap-gen,0.0181,0.60166,False
cat_Functional Issue,recoder,0.0304,0.3797,False
cat_Functional Issue,repilot,0.0448,0.19623,False
cat_Functional Issue,rewardrepair,0.0581,0.09321,False
cat_Functional Issue,selfapr,0.0291,0.40055,False
cat_Functional Issue,t5apr,0.0556,0.10859,False
cat_Functional Issue,tare,0.0448,0.19623,False
cat_Functional Issue,tenure,0.0282,0.416,False
cat_Functional Issue,thinkrepair,0.0591,0.08814,False
cat_Functional Issue,transfer,0.0037,0.9148,False
cat_Functional Issue,num_tools_fixed,0.063,0.06867,False
cat_Functional Issue,any_tool_fixed,0.0444,0.19965,False
cat___other__,alpharepair,-0.0418,0.22804,False
cat___other__,arja-e,0.0743,0.03172,True
cat___other__,chatrepair,-0.0415,0.23129,False
cat___other__,circle,0.0098,0.77645,False
cat___other__,coconut,-0.0044,0.89943,False
cat___other__,codex,-0.0354,0.30722,False
cat___other__,cure,0.0019,0.95634,False
cat___other__,dear,0.027,0.43583,False
cat___other__,dlfix,-0.0007,0.98432,False
cat___other__,fitrepair,-0.0513,0.13857,False
cat___other__,gamma,-0.0402,0.24628,False
cat___other__,iter,0.0274,0.42916,False
cat___other__,knod,-0.046,0.18393,False
cat___other__,liana,-0.042,0.22513,False
cat___other__,mcrepair,0.035,0.31189,False
cat___other__,mulpor,-0.0377,0.27704,False
cat___other__,rap-gen,-0.0181,0.60166,False
cat___other__,recoder,-0.0304,0.3797,False
cat___other__,repilot,-0.0448,0.19623,False
cat___other__,rewardrepair,-0.0581,0.09321,False
cat___other__,selfapr,-0.0291,0.40055,False
cat___other__,t5apr,-0.0556,0.10859,False
cat___other__,tare,-0.0448,0.19623,False
cat___other__,tenure,-0.0282,0.416,False
cat___other__,thinkrepair,-0.0591,0.08814,False
cat___other__,transfer,-0.0037,0.9148,False
cat___other__,num_tools_fixed,-0.063,0.06867,False
cat___other__,any_tool_fixed,-0.0444,0.19965,False
flesch,alpharepair,0.0339,0.32847,False
flesch,arja-e,0.1322,0.00013,True
flesch,chatrepair,0.0453,0.19081,False
flesch,circle,0.0034,0.92129,False
flesch,coconut,0.0381,0.27088,False
flesch,codex,0.0428,0.21697,False
flesch,cure,0.0065,0.85126,False
flesch,dear,0.0839,0.01536,True
flesch,dlfix,0.0264,0.4455,False
flesch,fitrepair,0.0116,0.73773,False
flesch,gamma,0.0284,0.41216,False
flesch,iter,0.0884,0.01063,True
flesch,knod,-0.0176,0.61177,False
flesch,liana,-0.0137,0.69265,False
flesch,mcrepair,-0.0073,0.83405,False
flesch,mulpor,0.0028,0.93616,False
